tweet_id,created_at,tweet,label_majority,month
1421675853537288192,2021-08-01 03:35:11+00:00,imagine having to pay $20k when you could’ve gotten the vaccine for free 🤦🏾‍♂️ hustling backwards,FAVOR,Aug-21
1421721690438979586,2021-08-01 06:37:19+00:00,pakistan has crossed 3 crore vaccinations. the first crore took 113 days. the second 28 days and the 3rd only 16 days. pace has rapidly increased. all 6 days this week were a record. 9 lakh 34 thousand vaccinations yesterday . in last 6 days 5 million vaccinations were done.,FAVOR,Aug-21
1421853302573182988,2021-08-01 15:20:18+00:00,"if you still can’t convince your medically eligible family members to #getvaccinated against #covid19, ask them whether they have a current and legally valid living will and health care power of attorney. once they get intubated, they won’t be able to articulate their wishes.",FAVOR,Aug-21
1421671715529056256,2021-08-01 03:18:45+00:00,"we should be thankful to rahul gandhi for his strategic vision, foresight and acumen, which as resulted in unparalleled coverage of more than 50 crore people under vaccination. thanks, rahul ji. we look forward to you being the pm in 2049.",FAVOR,Aug-21
1421735687695523842,2021-08-01 07:32:57+00:00,"double jabbed? wait until you have to be triple jabbed and also flu vaccinated, lose weight, stop smoking, cut alcohol, start riding a bike, eat insects, have their kids removed and watch people imprisoned for disobedience.",AGAINST,Aug-21
1421817945596985351,2021-08-01 12:59:48+00:00,and would not have exported vaccine . idle for one year no preparation for devastating second  wave . victory was declared and large election rallies in 8 phase election . all prove bjp` commitment,NONE,Aug-21
1421912544147505154,2021-08-01 19:15:43+00:00,big news: 60 seattle bars and restaurants now require proof of vaccination to eat on their premises.,NONE,Aug-21
1421777173581602819,2021-08-01 10:17:48+00:00,"""people keep asking for magic dust. it doesn't exist”, says @drmikeryan..“only magic dust we do have is vaccination. problem is, we're not sprinkling that evenly around the world, and we're working against ourselves.""",FAVOR,Aug-21
1421972111430668288,2021-08-01 23:12:24+00:00,you don’t like masks and vaccine mandates? well i don’t like covid.,FAVOR,Aug-21
1421882808272891905,2021-08-01 17:17:33+00:00,the most important facts for you to remember today:..less than 0.001% of those fully vaccinated have had a fatal breakthrough case. ..less than 0.004% of those fully vaccinated have been hospitalized...the vaccines work...the vaccines are your best protection from the virus.,FAVOR,Aug-21
1421912934922342400,2021-08-01 19:17:16+00:00,i am having trouble controlling my anger at those idiots who didn't get vaccinated.  it is their fault we are having this surge in the virus again.  are you angry too?,FAVOR,Aug-21
1422171616801431552,2021-08-02 12:25:10+00:00,rasgulla journalists who were saying why thank pm for free vaccination when it's taxpayers money are today cheering for naveen patnaik because odisha govt sponsored hockey team.,NONE,Aug-21
1422215097146040322,2021-08-02 15:17:57+00:00,"weird how people are suspicious of vaccines that billions of ppl have taken over the past 8 months, which are demonstrated effective, &amp; which are promoted by doctors, &amp; public health authorities, but they’ll take a quack “remedy” that they read about on facebook, no problem. 😑",FAVOR,Aug-21
1422073329435901957,2021-08-02 05:54:37+00:00,parliament : 99% herd immunity. .- closed..school in september : 0% student vaccinated..- open..please explain.????,NONE,Aug-21
1422189761675026440,2021-08-02 13:37:16+00:00,the labor party has proposed a one off cash payment for every australian who is vaccinated by december. #9news,FAVOR,Aug-21
1422074912827748354,2021-08-02 06:00:54+00:00,"makes ya question everything! vaccine passports obsolete, vaxxers questioning what they have put in them, why the push to get it into children?",AGAINST,Aug-21
1421985758211096576,2021-08-02 00:06:38+00:00,"‘i should have gotten the damn vaccine,' father of 5 texts before dying of covid.39 years old. dead. rip.  #vaccinatenow",FAVOR,Aug-21
1422157137854222341,2021-08-02 11:27:38+00:00,get vaxxed!,FAVOR,Aug-21
1422191216976822274,2021-08-02 13:43:03+00:00,you’re gonna believe in him but not the vaccine?,FAVOR,Aug-21
1422152412144578563,2021-08-02 11:08:52+00:00,justin trudeau expects us to believe he had a first dose of astrazenica and a 2nd dose of moderna🤣they really do take us for idiots,NONE,Aug-21
1422265110207283205,2021-08-02 18:36:41+00:00,be cool. get vax'd - paul,FAVOR,Aug-21
1422330155226353667,2021-08-02 22:55:09+00:00,i don’t see tweets about the flu? the flu has been around since way before you were born and still no 100% effective “vaccine” and people die from that. yet covid is what panics everyone? pushing a vaccine that doesn’t even fully work is not the play is all i’m saying.,AGAINST,Aug-21
1422282861957337088,2021-08-02 19:47:13+00:00,"why are people worried about border crossings of desperate immigrants who aren’t vaccinated, when we already have florida and texas there to provide all the delta variant the country could possibly manage?",NONE,Aug-21
1422178381953654788,2021-08-02 12:52:03+00:00,it doesn’t have to be this way. delta is peaking in other countries thanks to vaccination.,AGAINST,Aug-21
1422222220751867905,2021-08-02 15:46:15+00:00,"i'm a phd viral immunologist, former cdc fellow, and a dad.  i've encouraged following public health directives, but sadly i can no longer say that.  our response to delta variant is unsupported by data, wildly disproportionate to the risk, and harmful..",AGAINST,Aug-21
1422308475498008577,2021-08-02 21:29:00+00:00,canada fines travellers for fake vaccination and testing papers,FAVOR,Aug-21
1421995923010318337,2021-08-02 00:47:02+00:00,anyone else notice the vaccine website doesn't work. it just sticks on this.,NONE,Aug-21
1422280952533987329,2021-08-02 19:39:38+00:00,"senator, i’m desperately afraid for my small town rural family members- they have poor health but will not get a covid vaccine cuz of lies they’ve heard. please help us save our loved ones 😭",FAVOR,Aug-21
1422314470966276099,2021-08-02 21:52:49+00:00,"pretty sure it’s a vaccine, the topic of its effectiveness against a virus it wasn’t branded against is nothing to base its overall effectiveness by.",NONE,Aug-21
1422328487612923911,2021-08-02 22:48:31+00:00,"cdc recommends people in areas with substantial or high #covid19 spread wear a mask in public indoor settings, even if fully vaccinated...visit cdc’s covid data tracker to find out what level of covid-19 spread your area has:",FAVOR,Aug-21
1422054622856769540,2021-08-02 04:40:17+00:00,this is fucking genius &amp; i’m so mad i didn’t come up with this myself #getvaccinated #wearamask,FAVOR,Aug-21
1422270971541590016,2021-08-02 18:59:58+00:00,"the london telegraph has done a great job of representing your risk when considering the astrazeneca vaccine. ..needless to say, it’s a lot less risky that death by drinking half a litre of wine in a bubble bath.",FAVOR,Aug-21
1422070637795872768,2021-08-02 05:43:55+00:00,"when came on tv this week, i wanted to throw a brick through the screen! ..the government must stop bullying us over vaccines. ..",AGAINST,Aug-21
1422283506563133444,2021-08-02 19:49:47+00:00,i done the same thing no mask and vaccine and i feel fine and i am not changing a dam thing,AGAINST,Aug-21
1422700527456948225,2021-08-03 23:26:52+00:00,#crt anyone? race science anyone? bad teachers fired for refusing obedient teachers rewarded anyone? vaccinated students separated from unvaccinated students anyone?,NONE,Aug-21
1422694101598748675,2021-08-03 23:01:20+00:00,"if policing is really about protecting the public, why is the nypd vaccination rate only 43%?",FAVOR,Aug-21
1422705653299126272,2021-08-03 23:47:14+00:00,"even with 59% of its entire population vaccinated, delta forcing israel to reintroduce many restrictions. how is it conceivable that ⁦@gladysb⁩ nsw govt could set benchmark to open up at 50% of “eligible” population? “living with covid” not working.",NONE,Aug-21
1422448202234703875,2021-08-03 06:44:13+00:00,"islamabad has become the first city in pak with a population of 1 million or more to get 50% of its eligible population vaccinated with at least one dose. peshawar and pindi  35%, faislabad 28%, lahore/gujranwala /sialkot/sargodha 27%, karachi 26%, hyderabad 25%.",FAVOR,Aug-21
1422384484004114432,2021-08-03 02:31:02+00:00,want to avoid covid checks &amp; vaccine mandates? ..identify as an illegal alien crossing our border.,NONE,Aug-21
1422573634435100674,2021-08-03 15:02:39+00:00,chaos in italian parliament because of green pass/ vaccine passport.,AGAINST,Aug-21
1422577762322190344,2021-08-03 15:19:03+00:00,y do vaccinated people still get covid? my friend is very ill and got the jab.  i am scared for her.   #help #covid19,AGAINST,Aug-21
1422408784283160578,2021-08-03 04:07:35+00:00,why are the uk government so desperate to get the whole population vaxxed? this is getting scary now.,AGAINST,Aug-21
1422674419885953034,2021-08-03 21:43:08+00:00,"i kid you not, out of 10 patients i’ve seen today, 8 of them have told me they don’t plan on getting the covid vaccine. only 1 actually has made a plan/appointment to get it this week.",AGAINST,Aug-21
1422572862133710850,2021-08-03 14:59:35+00:00,"if an employer mandates vaccines as part of employment and the person dies from.vaccine, can the family sue the company???",AGAINST,Aug-21
1422555710282469386,2021-08-03 13:51:25+00:00,"im not an anti vaxxer nor do i think covid is a hoax, but firing people for being skeptical of the vaccine is insane",FAVOR,Aug-21
1422557069887029249,2021-08-03 13:56:49+00:00,"folks, we’ve officially reached our goal of 70% of adults receiving at least one dose of the vaccine. it’s incredible progress, but we still have further to go. if you haven’t already, get vaccinated. let’s defeat this virus once and for all.",FAVOR,Aug-21
1422456960365047829,2021-08-03 07:19:01+00:00,"if #liarnastyparty balks at paying $300 a person to vax, how many ppl could it pay if they got the $billions back from businesses who didn't need #jobkeeper?",NONE,Aug-21
1422615647691972609,2021-08-03 17:49:35+00:00,"'break down':.1) mask usage - debunked, causes more harm.2) 6' rule - debunked.3) vaccine efficacy - debunked.4)gaslighting of mortalities --oh, never stated ...lol.psst, more died from auto accidents &amp; murders in nc (just clt) than from covid.",AGAINST,Aug-21
1422598958967402496,2021-08-03 16:43:17+00:00,"new york city will soon require proof of covid-19 vaccinations for indoor activities…making it the first big city in the u.s. to impose such restrictions..this goes into effect august 16 and applies to indoor dining, gyms &amp; indoor entertainment venues...",FAVOR,Aug-21
1422544523696263169,2021-08-03 13:06:58+00:00,the speed with which corporations are requiring vaccines and masks suggests they have had it with red state games.,FAVOR,Aug-21
1422656186306818049,2021-08-03 20:30:41+00:00,i'm vaccinated. i still wear a mask..i wear it everyday..why because i care about you. .most of us care about you..all of you..i am you. you are me..get vaccinated..wear a mask. .#nofearnogreednoenvy,FAVOR,Aug-21
1422604690529738752,2021-08-03 17:06:03+00:00,"so reporting from the home front. yes, we are admitting covid patients to my icu. yes, they are young &amp; undervaccinated. yes, we have bed reductions because of staffing issues. ..we need a mask mandate now. .we need to test and isolate. .we need to champion complete vaccination.",FAVOR,Aug-21
1422642285485993988,2021-08-03 19:35:26+00:00,"me and my 7 year old that has a underlying condition. epilepsy have covid as i send this message. unvaccinated little to no symptoms. facts.the fact that their trying to ram a vaccine down people's throats, that's not even approved for my son is disturbing. control!!!",AGAINST,Aug-21
1422539094006054916,2021-08-03 12:45:24+00:00,"these countries have like 60-80% full or partial immunity through vaccination and probably (ballpark figure) an additional 10% immunity through prior infection, yet they have more cases, hospitalizations and deaths now than they did this time last year?",AGAINST,Aug-21
1422500685489246211,2021-08-03 10:12:46+00:00,"if monsanto can change the genetic makeup of a plant and thereby own the patent to that variation of the plant, what does that mean for the vaccinated?..ponder on this.",AGAINST,Aug-21
1422600601884626945,2021-08-03 16:49:48+00:00,3 deaths have been linked to getting vaccinated and 4.23 million deaths have been linked to not getting vaccinated. it’s so hard to decide.,FAVOR,Aug-21
1422589020782174212,2021-08-03 16:03:47+00:00,"if you don't want the vaccine, don't take it. at least do the rest of us a favor and wear a damn mask.",FAVOR,Aug-21
1423055593250697220,2021-08-04 22:57:47+00:00,why y’all buying fake vaccination cards for $500 when the vaccine is free ?,FAVOR,Aug-21
1422731927119753219,2021-08-04 01:31:39+00:00,"inspirational news from #btsarmy in #indonesia 🇮🇩, who came together for &amp; organized a #covid19 vaccination drive for 10,000+ indonesians..thank you, indomys, for your contribution to #vaccinequity! keep up the great work!.",FAVOR,Aug-21
1422895331533103117,2021-08-04 12:20:57+00:00,still not sure about this proof of vaccination thing in nyc,AGAINST,Aug-21
1422884411385733125,2021-08-04 11:37:34+00:00,y’all have been vaccinated since the 90’s and now it’s a conspiracy. please.,FAVOR,Aug-21
1422919974109122566,2021-08-04 13:58:53+00:00,the same government forcing private businesses to mandate vaccines is telling private landlords they have no property rights...paying attention yet?,AGAINST,Aug-21
1422749265139421187,2021-08-04 02:40:32+00:00,"if morrison didn't shoot his mouth off in parliament destroying the career of chrtine holgate, he could have bought $1million worth of much-needed pfizer vaccinations if he had ordered them in the first place...of course none of that was ever possible, under morrison..#auspol",FAVOR,Aug-21
1423058931073658880,2021-08-04 23:11:02+00:00,twitter suspends just the news reporter for reiterating cdc backed fact that vaccines aren’t safe for everyone.,AGAINST,Aug-21
1422899647333376003,2021-08-04 12:38:06+00:00,the #vaccine hesitancy in rural areas is for real. .i have taken #vaccination  as a top priority in chittapur &amp; ensuring we vaccinate people faster &amp; efficiently across demography. we are aggressively pursuing this &amp; hope the vaccine supply will be steady.,FAVOR,Aug-21
1422877323662139398,2021-08-04 11:09:24+00:00,the sheer amount of people who would rather get an exotic disease that they believe the chinese bioengineered in a lab over a remarkably effective vaccine created by the u.s. is pretty staggering,FAVOR,Aug-21
1422929207152324611,2021-08-04 14:35:34+00:00,good morning ..please get vaccinated.,FAVOR,Aug-21
1422727909060616194,2021-08-04 01:15:41+00:00,so their religion advices dictates no vaccine but running to the hospital when they have a hard time breathing with covid  is acceptable?,FAVOR,Aug-21
1422821166469681161,2021-08-04 07:26:15+00:00,hubby has just had his covid vax spot cancelled (again). no future appointment available. he is 60. with underlying health conditions. is only eligible for az and there is no az. don't tell me about vaccine hesitancy.,FAVOR,Aug-21
1423039731449823238,2021-08-04 21:54:45+00:00,just like we have to foot it for vaccine side effects.,AGAINST,Aug-21
1423019511892963331,2021-08-04 20:34:24+00:00,"like, you can’t go to school without the polio vaccine i’m just confused as to why requiring a different one is suddenly stripping peoples rights but other ones aren’t. they’re simply adding one to the list of others you also cannot do things without. the list already exists like",FAVOR,Aug-21
1422778829081255942,2021-08-04 04:38:01+00:00,"if you can't go inside a place in nyc without showing a vaccine id, what are they going to do at polling places where id is not allowed? 🤔",NONE,Aug-21
1422982414767435780,2021-08-04 18:07:00+00:00,i quit my job today cause i’m not getting vaccinated!!! bye ✌🏾,AGAINST,Aug-21
1422782644417269760,2021-08-04 04:53:11+00:00,imho this is a decent indicator that vaccination rates aren't going to meaningfully increase in the short or medium term. the only hope is for novovax and sputnik production to scale. we will be well in 2023 at this rate before we hit meaningful vaxx nos..,FAVOR,Aug-21
1422824199673032705,2021-08-04 07:38:18+00:00,jacksonville fl hospital people are on beds in hallways already because of lack of space. 99.99% are unvaccinated. folks in hospitals in more than one state begging for the vaccination when it's too late &amp; they need to be intubated. this is what anti-vax trumplicans have done.,FAVOR,Aug-21
1422731837365968902,2021-08-04 01:31:17+00:00,"masks aren’t protecting anyone, and they’re suffocating our kids, oh yea that’s right some people use our kids as political pawns! get vaccinated and worry about yourself! if others choose not to protect themselves, that’s on them, not our kids!!!",FAVOR,Aug-21
1423069191402295302,2021-08-04 23:51:49+00:00,some of y’all refuse to get the vaccine and then complain about covid in the same sentence. how we supposed to eradicate something you refuse to protect yourself from?,FAVOR,Aug-21
1422783175651119105,2021-08-04 04:55:17+00:00,the vaccine doesn’t prevent you from getting covid. it’s your best chance to not die from covid. ..please get vaccinated. the life you save may very well be your own.,FAVOR,Aug-21
1422747603804950530,2021-08-04 02:33:56+00:00,and we got out of it without vaccines because it was a hard lockdown gladys. melbourne had a ring of steel surrounding it. anybody can leave sydney and drive into regional nsw  how long before we see the delta variant throughout the regions 🤷🏻‍♀️,NONE,Aug-21
1423016615390625800,2021-08-04 20:22:54+00:00,"1/2 if we accept vaccine passports now, there is no reason why they won’t be used every year for the rest your life to force you to receive your “booster.” if you’re not a fan of this idea, the time to push back is now and i mean now.",AGAINST,Aug-21
1422855966169632769,2021-08-04 09:44:32+00:00,"this turned from a public health idea to a classist discrimination idea..if you're the elite, mandates, even your own, don't apply to you. everyone below you must mask up or vaccinate because they are a lower class and therefore dirty and vile..they are above us.",AGAINST,Aug-21
1423037960551763970,2021-08-04 21:47:43+00:00,and no not talking about the people who are genuinely confused. this goes for the people who wanna make everything so difficult because they do not want to get the vaccine,FAVOR,Aug-21
1422960554759569413,2021-08-04 16:40:08+00:00,"new: dana white says the ufc won’t mandate vaccines, ‘any restrictions."" -- daily caller",NONE,Aug-21
1423371655485743108,2021-08-05 19:53:42+00:00,pfizer raises the price of its covid vaccine.,NONE,Aug-21
1423431631604355078,2021-08-05 23:52:01+00:00,cousins said he has thought about surrounding himself with plexiglass in the qb room. he was asked why he would go to such lengths when a vaccine would be far more effective and efficient. he said the decision is personal and private.,NONE,Aug-21
1423284521261158402,2021-08-05 14:07:27+00:00,why y’all buying fake vaccination cards for $500 when the vaccine is free ?,FAVOR,Aug-21
1423324094351749125,2021-08-05 16:44:42+00:00,"“vaccinate america and help vaccinate the world,” biden said, “that's how we're going to beat this thing.”..",FAVOR,Aug-21
1423125822546849793,2021-08-05 03:36:51+00:00,"in related news, cdc says that 8,593 oklahomans got their first covid shot on friday, the most in one day since april 16th..",FAVOR,Aug-21
1423431165743181829,2021-08-05 23:50:10+00:00,"“demand for the shots has nearly quadrupled in recent weeks in louisiana, a promising glimmer that the deadly reality of the virus might be breaking through a logjam of misunderstanding and misinformation.”",FAVOR,Aug-21
1423229448594284555,2021-08-05 10:28:37+00:00,"reducing transmission is a big part of this. the vaccine rollout abroad has shown minor issues (1 in 1 million with swelling of the heart) in the data from usa, canada and france, who have went down to 12 yo. 2m fewer youths spreading this virus is huge.",FAVOR,Aug-21
1423358091400200201,2021-08-05 18:59:48+00:00,hope she gets better quickly and tells her friends to get vaccinated.,FAVOR,Aug-21
1423083255771848706,2021-08-05 00:47:42+00:00,"using a web-based survey emailed in march 2021 to 3,545 outpatients at hss with an srd, this study demonstrates that &gt;85% of patients did not report an srd flare post-covid-19 vaccination. #hssrheum",FAVOR,Aug-21
1423288602134409217,2021-08-05 14:23:40+00:00,"almost 20 years ago i helped shut down @deptofdefense's mandatory anthrax vaccination program. there were significant efficacy, necessity &amp; safety concerns. ..that's not now...i support this move. #covid19",NONE,Aug-21
1423409415571611648,2021-08-05 22:23:44+00:00,mindless sen. rand paul continues to bemoan the plight of the #unvaccinated while scores of people die from the delta variant they are responsible for spreading...does anyone have his neighbor's number?.#covidiots #freshvoicesrise,FAVOR,Aug-21
1423248649761480714,2021-08-05 11:44:55+00:00,democrats:..show your vaccine passport at a restaurant. ..but not your id to vote.,AGAINST,Aug-21
1423079009202569218,2021-08-05 00:30:49+00:00,"a gop official from texas who regularly espoused anti-vaccine and anti-mask views online has died from covid-19, five days after posting a meme on facebook questioning the wisdom of getting inoculated against covid.",FAVOR,Aug-21
1423392493475872770,2021-08-05 21:16:30+00:00,"we're back to stage 5, so vaxxed or not, bring your mask!",NONE,Aug-21
1423250234805825541,2021-08-05 11:51:13+00:00,"4/“currently vaccine rates have remained low. especially in tennessee. and people 12 and under still do not have access to the vaccine. therefore, educators like myself are concerned about masks not being a priority,” pendergrass said.",FAVOR,Aug-21
1423337133289336834,2021-08-05 17:36:31+00:00,companies should have just lead with “if we reach 100% vaccinated staff then everyone gets bonus” and let it sort itself out.,FAVOR,Aug-21
1423177208382869506,2021-08-05 07:01:02+00:00,"people are being coerced by their jobs. they are loosing their main source of income if they don’t receive the vaccine. this vaccine is not even fda approved, and should not be legally mandated by anyone",AGAINST,Aug-21
1423111207914033158,2021-08-05 02:38:46+00:00,boston mayor says de blasio's nyc vaccine mandate is reminiscent of slavery,AGAINST,Aug-21
1423302658992001026,2021-08-05 15:19:32+00:00,"this is hilarious. this is a teachers’ union member trying to deflect from an objectively crappy decision the union has made. if teachers’ unions think supporting having unvaxxed teachers in classrooms with kids who can’t be vaccinated will be a winning public stance, i mean …",FAVOR,Aug-21
1423104438038900744,2021-08-05 02:11:52+00:00,i can’t believe we the my body my choice generation but got an issue when people choose not to get vaccine that’s not even legal to mandate.,AGAINST,Aug-21
1423302520449941508,2021-08-05 15:18:59+00:00,covid update: i had a call with my doctor today. she had “chosen not to get vaccinated” because she has a “healthy skepticism against pharmaceutical companies” and “the rest of the family was vaccinated” (except her small children). 1/,AGAINST,Aug-21
1423404669607596032,2021-08-05 22:04:53+00:00,"up to this data, 60+ yo is 87.7% vaccinated with 2 doses (=1379/1572).",NONE,Aug-21
1423349405197946883,2021-08-05 18:25:17+00:00,"inspirational news from #btsarmy in #indonesia 🇮🇩, who came together for &amp; organized a #covid19 vaccination drive for 10,000+ indonesians..thank you, indomys, for your contribution to #vaccinequity! keep up the great work!.",FAVOR,Aug-21
1423339838133178382,2021-08-05 17:47:16+00:00,.said fox news never sows doubt about the vaccine. here’s a reminder that meghan mccain is a liar. #theview,FAVOR,Aug-21
1423109530519486472,2021-08-05 02:32:06+00:00,vaccine passports? what’s next? country passports?,NONE,Aug-21
1423236098478772232,2021-08-05 10:55:02+00:00,"also per eeoc your employer can absolutely mandate you get vaccinated and ask for proof. you can refuse, but they can fire you. and businesses have the right to not allow you on their property if you aren’t vaccinated",FAVOR,Aug-21
1423700468048355333,2021-08-06 17:40:17+00:00,"the federal government will require federal employees to sign attestation forms declaring they're vaccinated against covid-19...knowingly lying on an attestation would be a violation of federal law, with those convicted facing up to five years in prison.",FAVOR,Aug-21
1423442970108469256,2021-08-06 00:37:05+00:00,"surely a bunch of bigoted fools who deny covid, incite people to violence and refuse to be vaccinated do not expect to be treated with anything other than contempt.",FAVOR,Aug-21
1423780889696215042,2021-08-06 22:59:51+00:00,"“covid took one of my best friends! rip dick farrel. he is the reason i took the shot. he texted me and told me to 'get it!' he told me this virus is no joke and he said, ""i wish i had gotten it!"" said farrel's close friend amy leigh hair",FAVOR,Aug-21
1423718279215034372,2021-08-06 18:51:03+00:00,91% of the navajo nation is fully vaccinated. if the navajo nation were another country—it’d be the most vaccinated in the world.,FAVOR,Aug-21
1423753411422470146,2021-08-06 21:10:39+00:00,what the fuck are we meant to do? i'm vaccinated. i live alone. i've been staying at home. i am 25. i've wasted two years of my life staying at home. i can see my friends in other countries living life like normal and travelling. all of this just sucks so much.,FAVOR,Aug-21
1423764262896476162,2021-08-06 21:53:47+00:00,"i interviewed charlotte today, the widow of dr stephen wright who lost his life after having the az vaccine. ..she gave permission to share this photo. their 7 year old son.. ..why did she speak out now? because we are about to vaccinate our children.",AGAINST,Aug-21
1423620620756131845,2021-08-06 12:23:00+00:00,it just happens to only be losing its potency in people that have been vaccinated? think you’re on to something here zack,AGAINST,Aug-21
1423617378680676352,2021-08-06 12:10:07+00:00,"to prevent covid infection, many vietnamese workers have been living, working, sleeping in their factories. their sacrifices are crucial for our global supply chain. i hope rich countries will share vaccines so these workers can see their families while keeping their jobs.",FAVOR,Aug-21
1423621907463737344,2021-08-06 12:28:07+00:00,"vax-to-school!..the lucas county health department will hold a vaccine clinic this sat, aug. 6th (8am-3pm). $100 gift cards available!..wls will have a vaccine clinic at whitmer high school on wed, aug. 11th (9am-2pm). gift cards, t-shirts, and prizes for those getting vaccine.",FAVOR,Aug-21
1423686528602095616,2021-08-06 16:44:53+00:00,"he is playing a nasty game with these statistics. using 2021 numbers, almost all cases and hospitalizations and deaths are of course in the unvaccinated. because it was not until march/april that any significant numbers were ""fully"" vaxxed, and by then, the winter wave was over.",FAVOR,Aug-21
1423498828381106179,2021-08-06 04:19:02+00:00,federal government showing what it’s best at!   detroit was hit hard by covid in the beginning…yet detroiters are hesitant to take the vaccine?  why?  where is the real in-depth coverage of that?  isnt detroit a predominately democrat city?  but they won’t follow?  why???,NONE,Aug-21
1423701363314331656,2021-08-06 17:43:50+00:00,"if you don’t want to get vaccinated and you can’t breath then i have to “intubate” you. this starts by about 6-8 people all in masks so you can’t see their faces standing over you and starting multiple ivs in your arm, foot, and etc. then we give you medicine to make you loopy",FAVOR,Aug-21
1423713146494144518,2021-08-06 18:30:40+00:00,⚠️ important ⚠️..african and latin american countries are being pushed by pfizer to give up sovereign assets as part of their vaccine agreement. ..european citizens can sign this petition to prevent that from happening!..#pfizer #vaccinationcovid #covid19..,AGAINST,Aug-21
1423706998915452931,2021-08-06 18:06:14+00:00,"how can a vaccine be more effective, then a strong immune system",AGAINST,Aug-21
1423441829438136325,2021-08-06 00:32:33+00:00,"do actual research, stop spreading fear for no reason, get the vaccination.",FAVOR,Aug-21
1423527806953197571,2021-08-06 06:14:11+00:00,how can someone be anti-vaxxer if it is not actually a vaccine.  also most recent israeli studies show natural immunity after covid is more robust and longer lasting.  please try to keep up with science.,AGAINST,Aug-21
1423755293599621130,2021-08-06 21:18:08+00:00,why did jim jordan vote against no-cost testing and no-cost vaccinations for you and your family?,FAVOR,Aug-21
1423690435147468804,2021-08-06 17:00:25+00:00,must be something in the 'vaccine'. it changes them from being reasonable &amp; willing to debate to intolerant gits,AGAINST,Aug-21
1423748476475691017,2021-08-06 20:51:03+00:00,vaccine appointments no longer available at walgreens chicago (as of 2:48).,NONE,Aug-21
1423791876851867649,2021-08-06 23:43:30+00:00,"700,000 people are expected to be at sturgis, not a peep from the right.  obama was going to have an outdoor birthday party with 400 vaccinated guests and the world was coming to an end. #hypocrisy",FAVOR,Aug-21
1423481057303744514,2021-08-06 03:08:25+00:00,"spare vaccination capacity at parkhurst clinic, 5th avenue parkhurst. choice of pfizer or j&amp;j. walk ins accepted. please rt.",FAVOR,Aug-21
1423670796644347909,2021-08-06 15:42:23+00:00,"then the govt still whine to people to get vaccinated, they really want to kill them gradually",AGAINST,Aug-21
1423495042149208064,2021-08-06 04:03:59+00:00,"berejiklian took regional pfizer for yr 12,s to return to school. she contaminated the regions with delta. she then cancelled school return. media? are you really going to let this go?.#gladysfail",AGAINST,Aug-21
1423664821384278019,2021-08-06 15:18:38+00:00,"by the way, vaccination is not a ""deeply personal decision."" it is a routine public health requirement in a civilized society.",FAVOR,Aug-21
1424046330192740357,2021-08-07 16:34:37+00:00,🚨report: administration considering withholding federal funds to force more #vaccinations❗️,AGAINST,Aug-21
1423850567064068103,2021-08-07 03:36:43+00:00,".how about all those wanna be red necks protesting masks and vaccines today. that's jack's base. luckily, we don't have too many of them in new jersey.",FAVOR,Aug-21
1423988313011130370,2021-08-07 12:44:04+00:00,most of the veterans i know have difficulty getting medical care from the va...yet veterans are receiving a letter from the va asking them to “serve again” by getting the emergency use vaccine that over 99% of people survive...will the va refuse benefits if veterans say no?,AGAINST,Aug-21
